rank,project_key,project_name,author,author_alias,attribution_link,listing_count,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot,map_download_change,adjusted_map_download_change,mod_download_change,adjusted_mod_download_change
17,ahkimn/subwaybuilder-tw-maps,subwaybuilder-tw-maps,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,9,323,323,4612,4612,4289,4289,snapshot_2026_09_10.json,snapshot_2026_08_27.json,323,323,0,0
18,ahkimn/subwaybuilder-regions,subwaybuilder-regions,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,313,313,5365,5365,5052,5052,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,313,313
19,roquerodrigo/subway-builder-auto-lines,subway-builder-auto-lines,roquerodrigo,roquerodrigo,https://github.com/roquerodrigo,1,310,310,1415,1415,1105,1105,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,310,310
20,danield1909/dantrains-abridged,dantrains-abridged,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,293,293,855,855,562,562,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,293,293
21,pierreggt/subwaybuilder-maps,subwaybuilder-maps,pierreggt,pierreggt,https://github.com/pierreggt,16,286,286,745,745,459,459,snapshot_2026_09_10.json,snapshot_2026_08_27.json,286,286,0,0
22,pendulating/neighborhood-station-names,neighborhood-station-names,pendulating,pendulating,https://github.com/pendulating,1,258,258,2204,2204,1946,1946,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,258,258
23,valdotorium/valdotoriums_trains,Valdotoriums_Trains,Valdotorium,Valdotorium,https://github.com/Valdotorium,1,236,236,3814,3814,3578,3578,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,236,236
24,maximilian284/subwaybuilder-it-maps,subwaybuilder-it-maps,Maximilian284,max02,https://github.com/Maximilian284,14,219,219,4875,4875,4656,4656,snapshot_2026_09_10.json,snapshot_2026_08_27.json,219,219,0,0
25,kaicardenas0618/japanese-trains,japanese-trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,214,214,1147,1147,933,933,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,214,214
26,valdotorium/network-status,network-status,Valdotorium,Valdotorium,https://github.com/Valdotorium,1,205,205,2920,2920,2715,2715,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,205,205
27,nzh0172/sb-station-dots,sb-station-dots,nzh0172,naz,https://github.com/nzh0172,1,195,195,3235,3235,3040,3040,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,195,195
28,valdotorium/speed-mod,speed-mod,Valdotorium,Valdotorium,https://github.com/Valdotorium,1,175,175,2550,2550,2375,2375,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,175,175
29,barkuperman/orbital-surveyor,orbital-surveyor,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,173,173,2332,2332,2159,2159,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,173,173
30,ryandicicco/subway-builder-maps,Subway-Builder-Maps,ryandicicco,ryandicicco,https://github.com/ryandicicco,7,169,169,4456,4456,4287,4287,snapshot_2026_09_10.json,snapshot_2026_08_27.json,169,169,0,0
31,bobby-047/some-new-trains,Some-new-Trains,Bobby-047,Bobby-047,https://github.com/Bobby-047,1,161,161,3717,3717,3556,3556,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,161,161
32,rslurry/subwaybuilder-missedconnections,subwaybuilder-missedConnections,rslurry,slurry,https://github.com/rslurry,1,161,161,1897,1897,1736,1736,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,161,161
33,seanyushoumori/track-anarchy,track-anarchy,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,1,161,161,1873,1873,1712,1712,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,161,161
34,danielloong714/intercity-hsr-trains,intercity-hsr-trains,danielloong714,danielloong714,https://github.com/danielloong714,1,156,156,267,267,111,111,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,156,156
35,seanyushoumori/track-visualizer,track-visualizer,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,1,138,138,2567,2567,2429,2429,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,138,138
36,seanyushoumori/scrollable-dropdowns,scrollable-dropdowns,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,1,128,128,1728,1728,1600,1600,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,128,128
37,nzh0172/sb-anymoney,sb-anymoney,nzh0172,naz,https://github.com/nzh0172,1,123,123,2468,2468,2345,2345,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,123,123
38,prodigious-penguin/penguin-approved-rolling-stock,Penguin-Approved-Rolling-Stock,prodigious-penguin,prodigious-penguin,https://github.com/prodigious-penguin,1,122,122,216,216,94,94,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,122,122
39,crumpetime/sb-maps-hkg,sb-maps-hkg,crumpetime,muffintime,https://github.com/crumpetime,1,115,115,3052,3052,2937,2937,snapshot_2026_09_10.json,snapshot_2026_08_27.json,115,115,0,0
40,gio1112/subway-builder-citymapper,subway-builder-citymapper,Gio1112,giorgiodabest,https://giorgio.is-a.dev/,1,115,115,2797,2797,2682,2682,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,115,115
41,kimth9/sb_korean_map_pack,sb_korean_map_pack,kimth9,kimth9,https://github.com/kimth9,19,109,109,8164,8164,8055,8055,snapshot_2026_09_10.json,snapshot_2026_08_27.json,109,109,0,0
42,hsullivan1201/sb-tod,sb-tod,hsullivan1201,hsullivan1201,https://github.com/hsullivan1201,1,109,109,2615,2615,2506,2506,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,109,109
43,xoaninc/madrid-transit-pack,madrid-transit-pack,xoaninc,xoaninc,https://github.com/xoaninc,1,107,107,177,177,70,70,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,107,107
44,jelegend/subwaybuilder,subwaybuilder,jelegend,jelegend,https://github.com/jelegend,1,91,91,3769,3769,3678,3678,snapshot_2026_09_10.json,snapshot_2026_08_27.json,91,91,0,0
45,mpfk/subway-builder-mode-manager,subway-builder-mode-manager,Mpfk,Mpfk,https://github.com/Mpfk,1,91,91,1894,1894,1803,1803,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,91,91
46,cromstar/subwaybuilder-seoul-map,subwaybuilder-seoul-map,cromstar,cromstar,https://github.com/cromstar,1,89,89,375,375,286,286,snapshot_2026_09_10.json,snapshot_2026_08_27.json,89,89,0,0
47,roquerodrigo/subway-builder-map-markers,subway-builder-map-markers,roquerodrigo,roquerodrigo,https://github.com/roquerodrigo,1,88,88,1170,1170,1082,1082,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,88,88
48,pierreggt/subway-builder-istanbul,subway-builder-istanbul,pierreggt,pierreggt,https://github.com/pierreggt,1,87,87,507,507,420,420,snapshot_2026_09_10.json,snapshot_2026_08_27.json,87,87,0,0
49,noahgarrf/great-society-subway-train,Great-Society-Subway-Train,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,1,84,84,84,84,0,0,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,84,84
50,kronifer/sb-zurich-map,sb-zurich-map,Kronifer,Kronifer,https://github.com/Kronifer,1,71,71,2195,2195,2124,2124,snapshot_2026_09_10.json,snapshot_2026_08_27.json,71,71,0,0
51,willbarouch/subwaybuilder-sydney,subwaybuilder-sydney,WillBarouch,WillBarouch,https://github.com/WillBarouch,1,67,67,1364,1364,1297,1297,snapshot_2026_09_10.json,snapshot_2026_08_27.json,67,67,0,0
52,arniber21/dantrains-abridged,dantrains-abridged,arniber21,arniber21,https://github.com/arniber21,1,65,65,247,247,182,182,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,65,65
53,seanyushoumori/train-anarchy,train-anarchy,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,1,64,64,393,393,329,329,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,64,64
54,kaicardenas0618/lrt-trains,lrt-trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,63,63,1135,1135,1072,1072,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,63,63
55,transitcore/satellite-overview,Satellite-Overview,TransitCore,TransitCore,https://github.com/TransitCore,1,61,61,904,904,843,843,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,61,61
56,crumpetime/sb-maps-las,sb-maps-las,crumpetime,muffintime,https://github.com/crumpetime,1,58,58,728,728,670,670,snapshot_2026_09_10.json,snapshot_2026_08_27.json,58,58,0,0
57,pswbsf/charleston-huntington-wv,charleston-huntington-wv,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,53,53,293,293,240,240,snapshot_2026_09_10.json,snapshot_2026_08_27.json,53,53,0,0
58,danield1909/pathfinding-realism-mod,Pathfinding-Realism-Mod,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,48,48,287,287,239,239,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,48,48
59,nerdiesanders/subway-builder-gchi,subway-builder-gchi,NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,1,44,44,990,990,946,946,snapshot_2026_09_10.json,snapshot_2026_08_27.json,44,44,0,0
60,m4d5hr1mp/sb-mods,SB-Mods,m4d5hr1mp,m4d5hr1mp,https://github.com/m4d5hr1mp,1,38,38,306,306,268,268,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,38,38
61,barkuperman/tlv-mod,TLV-mod,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,37,37,759,759,722,722,snapshot_2026_09_10.json,snapshot_2026_08_27.json,37,37,0,0
62,bquelhas/subwaybuilder-map-opo,subwaybuilder-map-opo,bquelhas,bquelhas,https://github.com/bquelhas,1,36,36,880,880,844,844,snapshot_2026_09_10.json,snapshot_2026_08_27.json,36,36,0,0
63,nzh0172/sb-malaysia-map-pack,sb-malaysia-map-pack,nzh0172,naz,https://github.com/nzh0172,1,36,36,573,573,537,537,snapshot_2026_09_10.json,snapshot_2026_08_27.json,36,36,0,0
64,tesarzh/railyard,railyard,Tesarzh,Tesarzh,https://github.com/Tesarzh,1,35,35,252,252,217,217,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,35,35
65,crumpetime/sb-maps-msy,sb-maps-msy,crumpetime,muffintime,https://github.com/crumpetime,1,34,34,261,261,227,227,snapshot_2026_09_10.json,snapshot_2026_08_27.json,34,34,0,0
66,lexenygma/sb-brussels,sb-brussels,lexenygma,lexenygma,https://github.com/lexenygma,1,31,31,131,131,100,100,snapshot_2026_09_10.json,snapshot_2026_08_27.json,31,31,0,0
67,noahgarrf/la-metro-trainpack,la-metro-trainpack,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,1,30,30,30,30,0,0,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,30,30
68,holapapie-png/subwaybuilder-gran-santiago,subwaybuilder-gran-santiago,holapapie-png,holapapie-png,https://github.com/holapapie-png,1,29,29,29,29,0,0,snapshot_2026_09_10.json,snapshot_2026_08_27.json,29,29,0,0
69,nzh0172/sb-malaysia-map-pack-2,sb-malaysia-map-pack-2,nzh0172,naz,https://github.com/nzh0172,3,28,28,228,228,200,200,snapshot_2026_09_10.json,snapshot_2026_08_27.json,28,28,0,0
70,giannons46/sofia-subway-builder-map,sofia-subway-builder-map,giannons46,giannons46,https://github.com/giannons46,1,26,26,173,173,147,147,snapshot_2026_09_10.json,snapshot_2026_08_27.json,26,26,0,0
71,holapapie-png/subwaybuilder-chile-central,subwaybuilder-chile-central,holapapie-png,holapapie-png,https://github.com/holapapie-png,1,25,25,25,25,0,0,snapshot_2026_09_10.json,snapshot_2026_08_27.json,25,25,0,0
72,kaicardenas0618/chinese-trains,chinese-trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,19,19,521,521,502,502,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,19,19
73,worstboyinaustral1a/subway-builder-za,subway-builder-za,worstboyinaustral1a,worstboyinaustral1a,https://github.com/worstboyinaustral1a,1,19,19,371,371,352,352,snapshot_2026_09_10.json,snapshot_2026_08_27.json,19,19,0,0
74,pierreggt/subway-builder-ankara,subway-builder-ankara,pierreggt,pierreggt,https://github.com/pierreggt,1,19,19,140,140,121,121,snapshot_2026_09_10.json,snapshot_2026_08_27.json,19,19,0,0
75,transitcore/cinematic-camera,cinematic-camera,TransitCore,TransitCore,https://github.com/TransitCore,1,18,18,625,625,607,607,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,18,18
76,hernang87/amba-buenos-aires-metropolitan-area-for-subway-builder,AMBA-Buenos-Aires-Metropolitan-Area-for-Subway-Builder,hernang87,hernang87,https://github.com/hernang87,1,17,17,145,145,128,128,snapshot_2026_09_10.json,snapshot_2026_08_27.json,17,17,0,0
77,jcpires/subway-builder-idf,subway-builder-idf,JcPires,JcPires,https://github.com/JcPires,1,16,16,94,94,78,78,snapshot_2026_09_10.json,snapshot_2026_08_27.json,16,16,0,0
78,pierreggt/subway-builder-antalya,subway-builder-antalya,pierreggt,pierreggt,https://github.com/pierreggt,1,16,16,91,91,75,75,snapshot_2026_09_10.json,snapshot_2026_08_27.json,16,16,0,0
79,kimth9/sb_korean_transit_pack_v2,sb_korean_transit_pack_v2,kimth9,kimth9,https://github.com/kimth9,1,15,15,435,435,420,420,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,15,15
80,crumpetime/sb-maps-orf,sb-maps-orf,crumpetime,muffintime,https://github.com/crumpetime,1,15,15,320,320,305,305,snapshot_2026_09_10.json,snapshot_2026_08_27.json,15,15,0,0
81,jaytotheay/subwaybuilder-map,subwaybuilder-map,JayToTheAy,JayToTheAy,https://github.com/JayToTheAy,1,15,15,145,145,130,130,snapshot_2026_09_10.json,snapshot_2026_08_27.json,15,15,0,0
82,barkuperman/jerusalem-sb-map,jerusalem-sb-map,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,14,14,280,280,266,266,snapshot_2026_09_10.json,snapshot_2026_08_27.json,14,14,0,0
83,kaicardenas0618/subway-builder-sfl,subway-builder-sfl,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,13,13,447,447,434,434,snapshot_2026_09_10.json,snapshot_2026_08_27.json,13,13,0,0
84,phineapoo/willamette-valley-or,Willamette-Valley-OR,Phineapoo,Phineapoo,https://github.com/Phineapoo,1,13,13,157,157,144,144,snapshot_2026_09_10.json,snapshot_2026_08_27.json,13,13,0,0
85,barkuperman/anysave,AnySave,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,13,13,113,113,100,100,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,13,13
86,bean1322/toledo-oh-map.git,toledo-oh-map.git,bean1322,bean1322,https://github.com/bean1322,1,13,13,92,92,79,79,snapshot_2026_09_10.json,snapshot_2026_08_27.json,13,13,0,0
87,bean1322/akron-oh-map,akron-oh-map,bean1322,bean1322,https://github.com/bean1322,1,13,13,91,91,78,78,snapshot_2026_09_10.json,snapshot_2026_08_27.json,13,13,0,0
88,pswbsf/connecticut-usa,connecticut-usa,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,12,12,191,191,179,179,snapshot_2026_09_10.json,snapshot_2026_08_27.json,12,12,0,0
89,pswbsf/buffalo-ny,buffalo-ny,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,12,10,189,187,177,177,snapshot_2026_09_10.json,snapshot_2026_08_27.json,12,10,0,0
90,pswbsf/charleston-sc,charleston-sc,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,12,12,151,151,139,139,snapshot_2026_09_10.json,snapshot_2026_08_27.json,12,12,0,0
91,crumpetime/sb-maps-rdu,sb-maps-rdu,crumpetime,muffintime,https://github.com/crumpetime,1,12,12,142,142,130,130,snapshot_2026_09_10.json,snapshot_2026_08_27.json,12,12,0,0
92,pswbsf/syracuse-ny,syracuse-ny,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,12,12,104,104,92,92,snapshot_2026_09_10.json,snapshot_2026_08_27.json,12,12,0,0
93,kronifer/sb-glasgow-edinburgh-map,sb-glasgow-edinburgh-map,Kronifer,Kronifer,https://github.com/Kronifer,1,11,11,1037,1037,1026,1026,snapshot_2026_09_10.json,snapshot_2026_08_27.json,11,11,0,0
94,pierreggt/subway-builder-nice,subway-builder-nice,pierreggt,pierreggt,https://github.com/pierreggt,1,11,11,206,206,195,195,snapshot_2026_09_10.json,snapshot_2026_08_27.json,11,11,0,0
95,nzh0172/sb-hideandseek,sb-hideandseek,nzh0172,naz,https://github.com/nzh0172,1,11,11,136,136,125,125,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,11,11
96,nerdiesanders/subway-builder-spi,subway-builder-spi,NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,1,10,10,50,50,40,40,snapshot_2026_09_10.json,snapshot_2026_08_27.json,10,10,0,0
97,crumpetime/sb-maps-msn,sb-maps-msn,crumpetime,muffintime,https://github.com/crumpetime,1,9,9,361,361,352,352,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
98,soccerjonj/daytonnati,Daytonnati,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,9,9,355,355,346,346,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
99,soccerjonj/providence,Providence,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,9,9,239,239,230,230,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
100,soccerjonj/sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,9,9,234,234,225,225,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
101,pswbsf/anchorage-ak,anchorage-ak,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,9,9,229,229,220,220,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
102,soccerjonj/albany,Albany,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,9,9,228,228,219,219,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
103,soccerjonj/nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,9,9,225,225,216,216,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
104,seanyushoumori/copy-paste,copy-paste,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,1,9,9,203,203,194,194,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,9,9
105,soccerjonj/colorado-ski-country,Colorado-Ski-Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,9,9,186,186,177,177,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
106,soccerjonj/louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,9,9,181,181,172,172,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
107,crumpetime/sb-maps-xna,sb-maps-xna,crumpetime,muffintime,https://github.com/crumpetime,1,9,9,156,156,147,147,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
108,pswbsf/piedmont-triad,piedmont-triad,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,9,9,149,149,140,140,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
109,pswbsf/wilmington-nc,wilmington-nc,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,9,9,135,135,126,126,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
110,pswbsf/dayton-oh,dayton-oh,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,9,9,116,116,107,107,snapshot_2026_09_10.json,snapshot_2026_08_27.json,9,9,0,0
111,pierreggt/subway-builder-bordeaux,subway-builder-bordeaux,pierreggt,pierreggt,https://github.com/pierreggt,1,8,8,225,225,217,217,snapshot_2026_09_10.json,snapshot_2026_08_27.json,8,8,0,0
112,danield1909/improvedtwincities,improvedTwinCities,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,7,7,492,492,485,485,snapshot_2026_09_10.json,snapshot_2026_08_27.json,7,7,0,0
113,crumpetime/sb-maps-rsw,sb-maps-rsw,crumpetime,muffintime,https://github.com/crumpetime,1,7,7,74,74,67,67,snapshot_2026_09_10.json,snapshot_2026_08_27.json,7,7,0,0
114,nzh0172/sb-bangkok,sb-bangkok,nzh0172,naz,https://github.com/nzh0172,1,5,5,383,383,378,378,snapshot_2026_09_10.json,snapshot_2026_08_27.json,5,5,0,0
115,tathandev/tathancasino,TathanCasino,TathanDev,TathanDev,https://github.com/TathanDev,1,4,4,213,213,209,209,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,4,4
116,noahgarrf/unrusted-detroit,unrusted-detroit,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,1,4,4,4,4,0,0,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,4,4
117,metatablestudios/subwaybuilder-romania,subwaybuilder-romania,metatablestudios,metatablestudios,https://github.com/metatablestudios,1,3,3,314,314,311,311,snapshot_2026_09_10.json,snapshot_2026_08_27.json,3,3,0,0
118,rslurry/subwaybuilder-pauseonstart,subwaybuilder-pauseOnStart,rslurry,slurry,https://github.com/rslurry,1,3,3,226,226,223,223,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,3,3
119,pswbsf/pyongyang-nk,pyongyang-nk,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,2,2,158,158,156,156,snapshot_2026_09_10.json,snapshot_2026_08_27.json,2,2,0,0
120,lechicken-nyc/greater-new-york,greater-new-york,chasemanning040911-afk,lechicken,https://github.com/chasemanning040911-afk,1,1,1,380,380,379,379,snapshot_2026_09_10.json,snapshot_2026_08_27.json,1,1,0,0
121,stefanorigano/advanced_analytics,advanced_analytics,stefanorigano,Steno,https://github.com/stefanorigano,1,0,0,13939,13939,13939,13939,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,0,0
122,danield1909/dantrains,danTrains,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,0,0,2300,2300,2300,2300,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,0,0
123,imb11/move-it,move-it,IMB11,IMB11,https://github.com/IMB11,1,0,0,1231,1231,1231,1231,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,0,0
124,kaicardenas0618/subway-builder-peru,subway-builder-peru,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,9,0,0,773,773,773,773,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,0,0
125,kronifer/sb-dublin-map,sb-dublin-map,Kronifer,Kronifer,https://github.com/Kronifer,1,0,0,608,608,608,608,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,0,0
126,kronifer/sb-waterloo-map,sb-waterloo-map,Kronifer,Kronifer,https://github.com/Kronifer,1,0,0,186,186,186,186,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,0,0
127,pierreggt/subway-builder-montpellier,subway-builder-montpellier,pierreggt,pierreggt,https://github.com/pierreggt,1,0,0,110,110,110,110,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,0,0
128,imb11/subwaycine,SubwayCine,IMB11,IMB11,https://github.com/IMB11,1,0,0,31,31,31,31,snapshot_2026_09_10.json,snapshot_2026_08_27.json,0,0,0,0
